CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLA,Nombre,Apellido1,Apellido2,sexo,edad
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,1,Víctor,Pastor,Ramos,Hombre,53
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,1,Manuel,Romero,Salinas,Hombre,40
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,1,Carmen,Cabello,Benítez,Mujer,38
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,1,Regina,Flores,Carrillo,Mujer,64
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,1,Beatriz,Aguirre,Molina,Mujer,29
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,Manuel,Cortés,Torrens,Hombre,35
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,Simón,Arias,Delgado,Hombre,43
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590107-INFORMATICA P.E.S.,1,Ángela,Jiménez,Gallego,Mujer,43
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590107-INFORMATICA P.E.S.,1,Carmen,Mendoza,Cuenca,Mujer,60
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590107-INFORMATICA P.E.S.,1,Carolina,Merino,Mateo,Mujer,28
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Alejandro,Torrens,Jiménez,Hombre,43
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Rubén,Díaz,Jimeno,Hombre,31
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,César,Castaño,Díaz,Hombre,29
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590227-SISTEMAS Y APLIC. INFORMÁTICOS,1,Raquel,Escudero,Bernal,Mujer,42
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00590803-CULTURA CLASICA P.E.S.,1,Julián,Iglesias,López,Hombre,47
MAESTROS,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Félix,Valle,Pérez,Hombre,62
PROFESORES ESPECIALISTAS SECT.SING.F.P.,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00598002-ESTÉTICA,1,Olivia,Romero,Rubio,Mujer,54
PROFESORES ESPECIALISTAS SECT.SING.F.P.,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00598002-ESTÉTICA,1,Iván,Jimeno,Caballero,Hombre,60
PROFESORES ESPECIALISTAS SECT.SING.F.P.,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00598007-PELUQUERÍA,1,Verónica,Diez,Rubio,Mujer,59
PROFESORES ESPECIALISTAS SECT.SING.F.P.,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,00598007-PELUQUERÍA,1,Miguel,Peñalver,Soto,Hombre,63
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,José,Ruiz,Solís,Hombre,46
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Lucía,Luque,Andrés,Mujer,40
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Rosa,Santos,Marquez,Mujer,27
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590006-MATEMATICAS (INGLES) P.E.S.,1,Adrián,Zamora,Santiago,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590006-MATEMATICAS (INGLES) P.E.S.,1,Elena,Castaño,Del Río,Mujer,46
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1,Olivia,Murillo,Esteban,Mujer,63
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590009-DIBUJO (INGLES) P.E.S.,1,Adrián,Ortiz,Blanco,Hombre,60
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590016-MUSICA (INGLES) P.E.S.,1,Fernando,Amador,Medina,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Nicolás,Vidal,Vázquez,Hombre,56
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Pablo,Zamora,Vidal,Hombre,30
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000110-I.E.S. ABDERA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Alberto,Peña,Muñoz,Hombre,47
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590001-FILOSOFIA P.E.S.,1,Mateo,Carrasco,Rojo,Hombre,63
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590003-LATIN P.E.S.,1,Marisa,Roca,Sánchez,Mujer,59
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Pablo,Paredes,Acosta,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Estela,Cabello,Roman,Mujer,27
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Celia,Diez,Garrido,Mujer,46
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Ana,Solano,García,Mujer,36
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Noelia,Arellano,Alfaro,Mujer,49
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Beatriz,Vázquez,Morales,Mujer,65
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Alba,Jara,Del Río,Mujer,50
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Manuel,Montoya,Gómez,Hombre,46
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Alberto,Villalba,Llamas,Hombre,26
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Daniel,Herrera,Valero,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Sara,Andrés,Barbero,Mujer,52
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Alba,Castillo,Vicente,Mujer,36
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590006-MATEMATICAS P.E.S.,1,Hugo,Del Río,Martínez,Hombre,40
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590007-FISICA Y QUIMICA P.E.S.,1,Iván,Bernal,Mesa,Hombre,43
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590007-FISICA Y QUIMICA P.E.S.,1,Juan,Aguado,Marquez,Hombre,30
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590007-FISICA Y QUIMICA P.E.S.,1,Adela,Valverde,Peña,Mujer,35
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Ainhoa,Linares,Salas,Mujer,60
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590009-DIBUJO P.E.S.,1,Inés,Molina,Luque,Hombre,60
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590009-DIBUJO P.E.S.,1,Pilar,Sáez,Ortiz,Hombre,56
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590010-FRANCES P.E.S.,1,Simón,Barroso,Miranda,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590010-FRANCES P.E.S.,1,Guillermo,Barrios,Santos,Hombre,52
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Irene,Benítez,Ramos,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Carolina,Cebrián,Gutiérrez,Mujer,41
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Iván,Fernández,Marquez,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Gabriel,Muñoz,Martín,Hombre,64
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Lidia,Pastor,Aguirre,Mujer,37
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590011-INGLES P.E.S.,1,Tomás,Molina,Vázquez,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590016-MUSICA P.E.S.,1,Félix,Marín,Prado,Hombre,26
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590017-EDUCACION FISICA P.E.S.,1,Samuel,Gallardo,Escobar,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590017-EDUCACION FISICA P.E.S.,1,Joaquim,Benítez,Silva,Hombre,64
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Martín,Jiménez,Roldán,Hombre,55
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590019-TECNOLOGIA P.E.S.,1,Mateo,Villar,Rodríguez,Hombre,48
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590019-TECNOLOGIA P.E.S.,1,Beatriz,Rubio,Prado,Mujer,49
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590061-ECONOMIA P.E.S.,1,Noelia,Torrens,Tapia,Mujer,39
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590061-ECONOMIA P.E.S.,1,Sara,Alarcón,Palacios,Mujer,65
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,Jonás,Blanco,Barbero,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,Rodrigo,Roca,Mora,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590107-INFORMATICA P.E.S.,1,Fernando,Gómez,Castillo,Hombre,27
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590107-INFORMATICA P.E.S.,1,Elena,Miranda,Salgado,Mujer,44
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590107-INFORMATICA P.E.S.,1,Mateo,Silva,Nieto,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1,Mateo,Soto,Rey,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1,Joaquim,Pérez,Segovia,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1,Andrés,Ramos,Hidalgo,Hombre,55
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1,Daniel,Tapia,Linares,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1,Alba,Lara,Guerrero,Mujer,65
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Regina,Rodríguez,Ferrero,Mujer,25
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Sergio,Estévez,Cortés,Hombre,38
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Olivia,Barrios,Cuevas,Mujer,25
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Lola,Cuevas,Esteban,Mujer,57
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Julia,Soto,Blanco,Mujer,64
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Regina,Benito,Castaño,Mujer,33
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590225-SERVICIOS A LA COMUNIDAD,1,Samuel,Méndez,Mesa,Hombre,62
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00590227-SISTEMAS Y APLIC. INFORMÁTICOS,1,Guillermo,Hernández,Lozano,Hombre,59
MAESTROS,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Pilar,Jiménez,Gallardo,Hombre,57
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Joaquín,Prado,Linares,Hombre,62
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Olivia,Palacios,Del Río,Mujer,42
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Rubén,Cuenca,Vázquez,Hombre,55
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,Ana,Vidales,Peña,Mujer,64
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,José,Blanco,Castillo,Hombre,41
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04000134-I.E.S. GAVIOTA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Nuria,Gil,Carrillo,Mujer,61
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597031-EDUCACIÓN INFANTIL,1,Amalia,Correa,Soto,Mujer,32
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597031-EDUCACIÓN INFANTIL,1,Rodrigo,Santos,Castro,Hombre,62
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597031-EDUCACIÓN INFANTIL,1,Elena,Peñalver,Mesa,Mujer,46
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Marisa,Baena,Valverde,Mujer,56
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Patricia,Aguilar,Roldán,Mujer,58
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597034-EDUCACIÓN FÍSICA,1,Álvaro,Crespo,Carmona,Hombre,45
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597035-MÚSICA,1,Antonio,Sanz,Ramos,Hombre,57
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597036-PEDAGOGÍA TERAPÉUTICA,1,Daniel,Miranda,Llamas,Hombre,51
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597037-AUDICIÓN Y LENGUAJE,1,Irene,Portillo,Saavedra,Hombre,55
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597038-EDUCACIÓN PRIMARIA,1,Pilar,Pascual,Fernández,Hombre,61
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,00597038-EDUCACIÓN PRIMARIA,1,Pablo,Castillo,Lara,Hombre,61
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Luis,Vera,Reyes,Hombre,35
MAESTROS,ALMERÍA,ADRA,04005399-C.E.I.P. PEDRO MENA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Pilar,Lorenzo,Suárez,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04010176-E.O.E. ADRA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Mónica,Toledo,Salinas,Mujer,33
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04010176-E.O.E. ADRA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Francisco,Valero,Roldán,Hombre,52
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04010176-E.O.E. ADRA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Iván,Barroso,Huertas,Hombre,63
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597032-LENGUA EXTRANJERA-INGLÉS,1,Pablo,Tapia,Llamas,Hombre,47
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597038-EDUCACIÓN PRIMARIA,1,Fernando,Salas,Gómez,Hombre,36
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597038-EDUCACIÓN PRIMARIA,1,Mario,Herrero,Sillero,Hombre,58
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597038-EDUCACIÓN PRIMARIA,1,Paula,Gómez,Espejo,Mujer,39
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597038-EDUCACIÓN PRIMARIA,1,Hugo,Ruiz,Ferrero,Hombre,40
MAESTROS,ALMERÍA,ADRA,04500234-C.E.PER. MEDITERRÁNEO,00597038-EDUCACIÓN PRIMARIA,1,Mateo,Santamaría,Saavedra,Hombre,39
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597031-EDUCACIÓN INFANTIL,1,Beatriz,Carmona,Santos,Mujer,32
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597031-EDUCACIÓN INFANTIL,1,Isabel,Mendoza,Cabello,Mujer,48
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597031-EDUCACIÓN INFANTIL,1,Iván,Baena,Jurado,Hombre,46
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Patricia,Arroyo,Nieto,Mujer,32
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597034-EDUCACIÓN FÍSICA,1,Julián,Miranda,Ruiz,Hombre,47
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597035-MÚSICA,1,Víctor,Crespo,Navarro,Hombre,36
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597036-PEDAGOGÍA TERAPÉUTICA,1,José,Solís,Fernández,Hombre,29
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597038-EDUCACIÓN PRIMARIA,1,Joaquín,Murillo,Huertas,Hombre,58
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,00597038-EDUCACIÓN PRIMARIA,1,Sergio,Carrillo,Suárez,Hombre,63
MAESTROS,ALMERÍA,ADRA,04602079-C.E.I.P. ABDERA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Ana,Ramos,Gutiérrez,Mujer,38
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Andrés,Alfaro,Salazar,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Lidia,Miranda,Izquierdo,Mujer,59
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Olivia,Cabello,Izquierdo,Mujer,35
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590006-MATEMATICAS P.E.S.,1,Lorena,Fernández,Hernández,Mujer,38
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590006-MATEMATICAS P.E.S.,1,Juan,Gutiérrez,Mérida,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590007-FISICA Y QUIMICA P.E.S.,1,José,Ramos,Roman,Hombre,48
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590011-INGLES P.E.S.,1,Ignacio,Segura,Pascual,Hombre,55
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590011-INGLES P.E.S.,1,José,Amador,Vicente,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590017-EDUCACION FISICA P.E.S.,1,Ana,Murillo,Lorenzo,Mujer,51
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Álvaro,Arellano,Medina,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1,Sandra,Solano,Guzmán,Mujer,34
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA,1,Héctor,Del Río,Nuñez,Hombre,57
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ADRA,04700430-I.E.S. VIRGEN DEL MAR,00590104-CONSTRUC. CIVILES Y EDIFICACION P.E.S,1,Estela,Salinas,Franco,Mujer,38
